Sno,bhk_type,property_type,beds,baths,balcony,address,city,state_code,country,landmark,table2key,table3key
1,3,Houses & Villas,,3,,"Chitaipur, Varanasi, Uttar Pradesh",Varanasi,Uttar Pradesh,India,,1,1
2,4+,Houses & Villas,,4+,,"Tanasha Nagar, Hyderabad, Telangana",Hyderabad,Telangana,India,,2,2
3,3,Houses & Villas,,3,,"Malayinkeezhu, Vilappil, Kerala",Vilappil,Kerala,India,,3,3
4,3,Houses & Villas,,2,,"Mabagayat, Vijayapura, Karnataka",Vijayapura,Karnataka,India,,4,4
5,2,Houses & Villas,,2,,"Aler, Hyderabad, Telangana",Hyderabad,Telangana,India,,5,5
6,4,Houses & Villas,,4,,"Rajiv Gandhi Nagar, Guntur, Andhra Pradesh",Guntur,Andhra Pradesh,India,,6,6
7,3,Houses & Villas,,3,,"Joonstate, Bhimtaal, Uttaranchal",Bhimtaal,Uttaranchal,India,,7,7
8,1,Houses & Villas,,1,,"Pinto Park, Gwalior, Madhya Pradesh",Gwalior,Madhya Pradesh,India,,8,8
9,3,Houses & Villas,,3,,"Purwa, Jabalpur, Madhya Pradesh",Jabalpur,Madhya Pradesh,India,,9,9
10,3,Houses & Villas,,3,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,10,10
11,4,Houses & Villas,,3,,"Kalam Palayam, Coimbatore, Tamil Nadu",Coimbatore,Tamil Nadu,India,,11,11
12,3,Houses & Villas,,3,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,12,12
13,4+,Houses & Villas,,4+,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,13,13
14,3,Houses & Villas,,3,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,14,14
15,4,Houses & Villas,,4+,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,15,15
16,4,Houses & Villas,,4,,"Vattiyoorkavu, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,16,15
17,3,Houses & Villas,,3,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,17,17
18,2,Houses & Villas,,2,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,18,18
19,3,Houses & Villas,,3,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,19,19
20,1,Houses & Villas,,1,,"Yadagirigutta, Hyderabad, Telangana",Hyderabad,Telangana,India,,20,20
21,4+,Houses & Villas,,4+,,"Khapuria Labour Colony, Cuttack, Odisha",Cuttack,Odisha,India,,21,21
22,3,Houses & Villas,,2,,"Sita Pur, Haridwar, Uttaranchal",Haridwar,Uttaranchal,India,,22,22
23,3,Houses & Villas,,3,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,23,23
24,4,Houses & Villas,,4+,,"Vattiyoorkavu, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,24,24
25,3,Houses & Villas,,3,,"Poojappura, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,25,25
26,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,26,26
27,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,27,27
28,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,28,28
29,4,Houses & Villas,,4,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,29,29
30,3,Houses & Villas,,3,,"Mannanthala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,30,30
31,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,31,31
32,4,Houses & Villas,,4,,"Chenkottukonam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,32,32
33,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,33,26
34,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,34,34
35,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,35,26
36,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,36,36
37,3,Houses & Villas,,3,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,37,37
38,3,Houses & Villas,,3,,"Kalady, Kalady Ernakulam District, Kerala",Kalady Ernakulam District,Kerala,India,,38,38
39,4,Houses & Villas,,4,,"Thachottukavu, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,39,39
40,3,Houses & Villas,,1,,"Ajitpur, Rampur, Uttar Pradesh",Rampur,Uttar Pradesh,India,,40,40
41,2,Houses & Villas,,2,,"Laxmipura, Bengaluru, Karnataka",Bengaluru,Karnataka,India,,41,41
42,3,Houses & Villas,,3,,"Ollur, Thrissur, Kerala",Thrissur,Kerala,India,,42,42
43,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,43,43
44,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,44,44
45,3,Houses & Villas,,3,,"Pothencode, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,45,45
46,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,46,46
47,3,Houses & Villas,,3,,"Malayinkeezhu , Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,47,47
48,4,Houses & Villas,,4,,"Peyad, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,48,27
49,3,Houses & Villas,,3,,"Peyad, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,48,27
50,4+,Houses & Villas,,4+,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,50,50
51,4+,Houses & Villas,,4+,,"Malayinkeezhu, Vilappil, Kerala",Vilappil,Kerala,India,,51,51
52,4+,Houses & Villas,,4+,,"Pravachambalam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,52,51
53,2,Houses & Villas,,2,,"Allampatti, Virudhunagar, Tamil Nadu",Virudhunagar,Tamil Nadu,India,,53,53
54,4,Houses & Villas,,4+,,"Shiv Nagar, Durg, Chhattisgarh",Durg,Chhattisgarh,India,,54,54
55,4,Houses & Villas,,2,,"Old Colony, Gola Gokarannath, Uttar Pradesh",Gola Gokarannath,Uttar Pradesh,India,,55,55
56,2,Houses & Villas,,2,,"Kailash Nagar, Sujanpur, Punjab",Sujanpur,Punjab,India,,56,56
57,2,Houses & Villas,,2,,"Sanjay Nagar, Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,India,,57,57
58,4+,Houses & Villas,,,,"Mawai Village, Faridabad, Haryana",Faridabad,Haryana,India,,58,58
59,4+,Houses & Villas,,4+,,"Police Line, Vidisha, Madhya Pradesh",Vidisha,Madhya Pradesh,India,,59,59
60,4+,Houses & Villas,,4+,,"Munnu Ganj, Gola Gokarannath, Uttar Pradesh",Gola Gokarannath,Uttar Pradesh,India,,60,60
61,3,Houses & Villas,,3,,"Panchvati Chowk, Vadodara, Gujarat",Vadodara,Gujarat,India,,61,61
62,1,Houses & Villas,,1,,"Dalmill Area, Jalgaon, Maharashtra",Jalgaon,Maharashtra,India,,62,62
63,1,Houses & Villas,,1,,"Mukundwadi, Aurangabad, Maharashtra",Aurangabad,Maharashtra,India,,63,63
64,3,Houses & Villas,,2,,"Vrindavan, Mathura, Uttar Pradesh",Mathura,Uttar Pradesh,India,,64,64
65,1,Houses & Villas,,1,,"Aqnmpudi, Visakhapatnam, Andhra Pradesh",Visakhapatnam,Andhra Pradesh,India,,65,65
66,2,Houses & Villas,,2,,"Tifra Industrial Area, Bilaspur, Chhattisgarh",Bilaspur,Chhattisgarh,India,,66,66
67,3,Houses & Villas,,3,,"Supreme Colony, Jalgaon, Maharashtra",Jalgaon,Maharashtra,India,,67,67
68,4,Houses & Villas,,2,,"Pampady, Kottayam, Kerala",Kottayam,Kerala,India,,68,68
69,4,Houses & Villas,,4,,"Pothencode, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,69,69
70,4,Houses & Villas,,4,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,70,70
71,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,71,71
72,4,Houses & Villas,,4,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,72,28
73,3,Houses & Villas,,3,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,73,73
74,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,74,74
75,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,75,26
76,4,Houses & Villas,,4,,"Thachottukavu, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,76,76
77,4+,Houses & Villas,,4+,,"Punjabi Colony, Vikasnagar, Uttaranchal",Vikasnagar,Uttaranchal,India,,77,77
78,3,Houses & Villas,,3,,"Pothencode, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,78,27
79,3,Houses & Villas,,3,,"Sahastradhara Road, Dehradun, Uttaranchal",Dehradun,Uttaranchal,India,,79,79
80,4,Houses & Villas,,4+,,"Cheroor, Kolazhy, Kerala",Kolazhy,Kerala,India,,80,80
81,3,Houses & Villas,,3,,"Puliyanam road, Angamaly, Kerala",Angamaly,Kerala,India,,81,81
82,2,Houses & Villas,,2,,"Kolar Road, Bhopal, Madhya Pradesh",Bhopal,Madhya Pradesh,India,,82,82
83,2,Houses & Villas,,2,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,,83,83
84,3,Houses & Villas,,3,,"Soma Talav, Vadodara, Gujarat",Vadodara,Gujarat,India,,84,84
85,3,Houses & Villas,,3,,"Sulthan Bathery, Wayanad, Kerala",Wayanad,Kerala,India,,85,85
86,3,Houses & Villas,,2,,"Nangla Gurjan, Faridabad, Haryana",Faridabad,Haryana,India,,86,86
87,2,Houses & Villas,,2,,"Akash Nagar, Durg, Chhattisgarh",Durg,Chhattisgarh,India,,87,87
88,2,Houses & Villas,,1,,"Jawahar Colony, Faridabad, Haryana",Faridabad,Haryana,India,,88,88
89,,,,,,,,,India,,89,89
90,2,Houses & Villas,,2,,"Pachchal, Tirupathur, Tamil Nadu",Tirupathur,Tamil Nadu,India,,90,90
91,3,Houses & Villas,,3,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,,91,91
92,3,Houses & Villas,,3,,"Bhatgaon, Raipur, Chhattisgarh",Raipur,Chhattisgarh,India,,92,92
93,2,Houses & Villas,,2,,"New Hari Enclave, Kharar, Punjab",Kharar,Punjab,India,,93,93
94,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,94,26
95,4,Houses & Villas,,4,,"Mulayam, Thrissur, Kerala",Thrissur,Kerala,India,,95,95
96,4,Houses & Villas,,4,,"Pothencode, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,96,96
97,2,Houses & Villas,,2,,"Mowlivakkam Govindaraj Nagar, Chennai, Tamil Nadu",Chennai,Tamil Nadu,India,,97,97
98,3,Houses & Villas,,3,,"Perukavu, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,98,98
99,4+,Houses & Villas,,4+,,"Rajajipuram, Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,India,,99,99
100,4,Houses & Villas,,4,,"Mannanthala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,100,27
101,4+,Houses & Villas,,1,,"Nagla Bhawanisingh, Agra, Uttar Pradesh",Agra,Uttar Pradesh,India,,101,101
102,4,Houses & Villas,,4,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,102,102
103,3,Houses & Villas,,3,,"Sreekaryam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,73,103
104,3,Houses & Villas,,3,,"Chenkottukonam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,104,27
105,4,Houses & Villas,,4,,"Chenkottukonam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,105,27
106,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,106,106
107,3,Houses & Villas,,3,,"Anaj Mandi Purani Chungi, Kharar, Punjab",Kharar,Punjab,India,,107,107
108,2,Houses & Villas,,2,,"Sohna Road, Gurgaon, Haryana",Gurgaon,Haryana,India,,108,108
109,3,Houses & Villas,,2,,"Kalwar, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,109,109
110,4,Houses & Villas,,4,,"Mannanthala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,110,110
111,3,Houses & Villas,,4,,"Kalamassery, Kochi, Kerala",Kochi,Kerala,India,,111,111
112,4,Houses & Villas,,4+,,"Kaloor, Kochi, Kerala",Kochi,Kerala,India,,112,112
113,4,Houses & Villas,,4+,,"Tripunithura, Kochi, Kerala",Kochi,Kerala,India,,113,113
114,1,Houses & Villas,,,,"Katara Hills, Bhopal, Madhya Pradesh",Bhopal,Madhya Pradesh,India,,114,114
115,3,Houses & Villas,,4,,"Kaloor, Kochi, Kerala",Kochi,Kerala,India,,115,115
116,4+,Houses & Villas,,4+,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,116,116
117,2,Houses & Villas,,2,,"Masinayagan Patti, Ayothiapattinam, Tamil Nadu",Ayothiapattinam,Tamil Nadu,India,,117,117
118,3,Houses & Villas,,3,,"Attingal Avanavancherry, Attingal, Kerala",Attingal,Kerala,India,,118,118
119,3,Houses & Villas,,2,,"Guduvanchery, Chennai, Tamil Nadu",Chennai,Tamil Nadu,India,,119,119
120,2,Houses & Villas,,1,,"New Shimlapuri, Ludhiana, Punjab",Ludhiana,Punjab,India,,120,120
121,4,Houses & Villas,,4,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,121,121
122,3,Houses & Villas,,4,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,122,122
123,2,Houses & Villas,,2,,"Vijay Nagar, Modinagar, Uttar Pradesh",Modinagar,Uttar Pradesh,India,,123,123
124,4,Houses & Villas,,4+,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,124,124
125,2,Houses & Villas,,3,,"BRS Nagar, Ludhiana, Punjab",Ludhiana,Punjab,India,,125,125
126,4,Houses & Villas,,4,,"Tripunithura, Kochi, Kerala",Kochi,Kerala,India,,126,126
127,3,Houses & Villas,,3,,"Mannanthala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,127,127
128,2,Houses & Villas,,2,,"Tekra, Kota, Rajasthan",Kota,Rajasthan,India,,128,128
129,3,Houses & Villas,,4,,"New Dhamtari Road, Raipur, Chhattisgarh",Raipur,Chhattisgarh,India,,129,129
130,4,Houses & Villas,,3,,"Professor Colony, Patiala, Punjab",Patiala,Punjab,India,,130,130
131,3,Houses & Villas,,3,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,131,131
132,4+,Houses & Villas,,4+,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,132,132
133,2,Houses & Villas,,2,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,133,133
134,3,Houses & Villas,,3,,"Pullanivila, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,134,134
135,3,Houses & Villas,,3,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,135,135
136,4+,Houses & Villas,,4+,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,136,13
137,1,Houses & Villas,,1,,"Lal Kuan, Ghaziabad, Uttar Pradesh",Ghaziabad,Uttar Pradesh,India,,137,137
138,2,Houses & Villas,,2,,"Ahmed Pura Colony, Ghanpur Nizamabad District, Telangana",Ghanpur Nizamabad District,Telangana,India,,138,138
139,4,Houses & Villas,,4+,,"Vellakkinar, Alappuzha, Kerala",Alappuzha,Kerala,India,,139,139
140,3,Houses & Villas,,4,,"Puliyanam road, Angamaly, Kerala",Angamaly,Kerala,India,,140,140
141,3,Houses & Villas,,2,,"Hathod, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,141,141
142,4,Houses & Villas,,4,,"Mangal Panday Nagar, Meerut, Uttar Pradesh",Meerut,Uttar Pradesh,India,,142,142
143,3,Houses & Villas,,3,,"Gujrati Bazar, Sagar, Madhya Pradesh",Sagar,Madhya Pradesh,India,,143,143
144,2,Houses & Villas,,2,,"Bhatgaon, Raipur, Chhattisgarh",Raipur,Chhattisgarh,India,,144,144
145,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,145,145
146,4+,Houses & Villas,,3,,"Khatri Garhi, Baraut, Uttar Pradesh",Baraut,Uttar Pradesh,India,,146,146
147,3,Houses & Villas,,3,,"Edappally, Kochi, Kerala",Kochi,Kerala,India,,147,147
148,3,Houses & Villas,,3,,"Pothencode, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,148,148
149,3,Houses & Villas,,2,,"Raipura, Kota, Rajasthan",Kota,Rajasthan,India,,149,149
150,2,Houses & Villas,,2,,"Nallur, Hosur, Tamil Nadu",Hosur,Tamil Nadu,India,,150,150
151,4+,Houses & Villas,,4+,,"Vasna Road, Vadodara, Gujarat",Vadodara,Gujarat,India,,151,151
152,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,152,74
153,2,Houses & Villas,,1,,"Chhaonl, Karera, Madhya Pradesh",Karera,Madhya Pradesh,India,,153,153
154,4+,Houses & Villas,,4+,,"Limbodi, Indore, Madhya Pradesh",Indore,Madhya Pradesh,India,,154,154
155,4,Houses & Villas,,3,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,155,155
156,1,Houses & Villas,,1,,"Ramchandrapuram, Bengaluru, Karnataka",Bengaluru,Karnataka,India,,156,156
157,3,Houses & Villas,,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,157,157
158,3,Houses & Villas,,1,,"Ahatmali Rampur Banwari Bila, Najibabad, Uttar Pradesh",Najibabad,Uttar Pradesh,India,,158,68
159,4+,Houses & Villas,,4+,,"Paravattani, Thrissur, Kerala",Thrissur,Kerala,India,,159,159
160,2,Houses & Villas,,1,,"Sector 19, Kakinada, Andhra Pradesh",Kakinada,Andhra Pradesh,India,,160,160
161,4,Houses & Villas,,4,,"Pullanivila, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,161,161
162,3,Houses & Villas,,3,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,162,135
163,2,Houses & Villas,,2,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,163,163
164,3,Houses & Villas,,3,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,164,164
165,4+,Houses & Villas,,2,,"Ambedkar Nagar, Dehri, Bihar",Dehri,Bihar,India,,165,165
166,2,Houses & Villas,,2,,"Turkayamjal, Hyderabad, Telangana",Hyderabad,Telangana,India,,166,166
167,4,Houses & Villas,,4,,"Muralipura, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,167,167
168,2,Houses & Villas,,1,,"Naradpura, Jaipur, Rajasthan",Jaipur,Rajasthan,India,,168,168
169,2,Houses & Villas,,2,,"Pilibhit Bypass, Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,India,,169,169
170,4+,Houses & Villas,,4+,,"Thirumala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,170,170
171,1,Houses & Villas,,1,,"Kayar, Ajmer, Rajasthan",Ajmer,Rajasthan,India,,171,171
172,2,Houses & Villas,,2,,"Kayar, Ajmer, Rajasthan",Ajmer,Rajasthan,India,,172,172
173,1,Houses & Villas,,1,,"Kayar, Ajmer, Rajasthan",Ajmer,Rajasthan,India,,173,173
174,2,Houses & Villas,,2,,"Hosur - Bagalur Road, Hosur, Tamil Nadu",Hosur,Tamil Nadu,India,,174,174
175,4,Houses & Villas,,4,,"Kadappakada, Kollam, Kerala",Kollam,Kerala,India,,175,175
176,4,Houses & Villas,,4,,"Keralapuram, Kollam, Kerala",Kollam,Kerala,India,,176,39
177,3,Houses & Villas,,3,,"Keralapuram, Kollam, Kerala",Kollam,Kerala,India,,177,177
178,2,Houses & Villas,,1,,"Adhartal, Jabalpur, Madhya Pradesh",Jabalpur,Madhya Pradesh,India,,178,178
179,3,Houses & Villas,,3,,"Kalia Colony, Jalandhar, Punjab",Jalandhar,Punjab,India,,179,179
180,3,Houses & Villas,,2,,"Jamalpur Kalan, Haridwar, Uttaranchal",Haridwar,Uttaranchal,India,,180,180
181,4,Houses & Villas,,4,,"Pothencode, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,181,181
182,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,182,37
183,4,Houses & Villas,,4,,"Kadavanthra, Kochi, Kerala",Kochi,Kerala,India,,183,183
184,3,Houses & Villas,,3,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,184,184
185,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,185,185
186,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,186,186
187,1,Houses & Villas,,1,,"Manali, Chennai, Tamil Nadu",Chennai,Tamil Nadu,India,,187,187
188,1,Houses & Villas,,1,,"Kodungaiyur, Chennai, Tamil Nadu",Chennai,Tamil Nadu,India,,187,187
189,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,189,189
190,3,Houses & Villas,,4,,"Vytila, Kochi, Kerala",Kochi,Kerala,India,,190,190
191,4,Houses & Villas,,4,,"Thevara, Kochi, Kerala",Kochi,Kerala,India,,191,191
192,4,Houses & Villas,,4,,"Kadavanthara, Kochi, Kerala",Kochi,Kerala,India,,192,192
193,4,Houses & Villas,,4+,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,193,193
194,4,Houses & Villas,,4+,,"Thrikakkara, Kochi, Kerala",Kochi,Kerala,India,,194,194
195,3,Houses & Villas,,4,,"Thrikakkara, Kochi, Kerala",Kochi,Kerala,India,,195,195
196,3,Houses & Villas,,4,,"Tripunithura, Kochi, Kerala",Kochi,Kerala,India,,196,196
197,4,Houses & Villas,,4,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,197,197
198,3,Houses & Villas,,2,,"Sita Pur, Haridwar, Uttaranchal",Haridwar,Uttaranchal,India,,198,198
199,4,Houses & Villas,,4,,"Vattiyoorkavu, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,199,199
200,1,Houses & Villas,,1,,"Ghatkopar West, Mumbai, Maharashtra",Mumbai,Maharashtra,India,,200,200
201,4,Houses & Villas,,4+,,"Palarivattom, Kochi, Kerala",Kochi,Kerala,India,,201,201
202,4,Houses & Villas,,4,,"Thevara, Kochi, Kerala",Kochi,Kerala,India,,202,202
203,3,Houses & Villas,,4,,"Kalamassery, Kochi, Kerala",Kochi,Kerala,India,,203,203
204,4,Houses & Villas,,4,,"Thripunithura, Kochi, Kerala",Kochi,Kerala,India,,204,204
205,4,Houses & Villas,,4+,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,205,205
206,3,Houses & Villas,,3,,"Thripunithura, Kochi, Kerala",Kochi,Kerala,India,,206,206
207,4,Houses & Villas,,3,,"Krishna Nagar Colony, Lucknow, Uttar Pradesh",Lucknow,Uttar Pradesh,India,,207,207
208,2,Houses & Villas,,2,,"Pilibhit Bypass, Bareilly, Uttar Pradesh",Bareilly,Uttar Pradesh,India,,208,208
209,2,Houses & Villas,,2,,"Hosur - Bagalur Road, Hosur, Tamil Nadu",Hosur,Tamil Nadu,India,,209,209
210,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,210,27
211,4+,Houses & Villas,,3,,"Darugadahi, Baripada, Odisha",Baripada,Odisha,India,,211,211
212,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,212,37
213,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,213,186
214,4,Houses & Villas,,4,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,124,124
215,4+,Houses & Villas,,4+,,"Panampilly Nagar, Kochi, Kerala",Kochi,Kerala,India,,215,215
216,4+,Houses & Villas,,4+,,"Kakkanad, Kochi, Kerala",Kochi,Kerala,India,,216,216
217,4,Houses & Villas,,4,,"Thripunithura, Kochi, Kerala",Kochi,Kerala,India,,217,217
218,3,Houses & Villas,,,,"Chanthavila, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,218,28
219,3,Houses & Villas,,4,,"Madupalle, Madhira, Telangana",Madhira,Telangana,India,,219,219
220,2,Houses & Villas,,2,,"VGP Layout, Hosur, Tamil Nadu",Hosur,Tamil Nadu,India,,220,220
221,1,Houses & Villas,,1,,"Sri Ambha Nagar, Siruguppa, Karnataka",Siruguppa,Karnataka,India,,221,221
222,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,72,175
223,4,Houses & Villas,,4,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,223,27
224,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,224,189
225,3,Houses & Villas,,3,,"Kazhakoottam, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,225,225
226,3,Houses & Villas,,3,,"Mannanthala, Thiruvananthapuram, Kerala",Thiruvananthapuram,Kerala,India,,226,30
227,3,Houses & Villas,,3,,"Bhabat, Zirakpur, Punjab",Zirakpur,Punjab,India,,227,227
228,4,Houses & Villas,,3,,"Urban Estate, Patiala, Punjab",Patiala,Punjab,India,,228,228
229,4+,Houses & Villas,,4+,,"Sudhuwal, Dehradun, Uttaranchal",Dehradun,Uttaranchal,India,,229,229
230,2,Houses & Villas,,2,,"Anchal, Kollam, Kerala",Kollam,Kerala,India,,230,230
231,4+,Houses & Villas,,3,,"Lal Bhadur Shastry Nagar, Rohtak, Haryana",Rohtak,Haryana,India,,231,231
232,2,Houses & Villas,,2,,"Sikh Village Sita Ram Nagar, Secunderabad, Telangana",Secunderabad,Telangana,India,,232,232
233,3,Houses & Villas,,2,,"Dimna, Jamshedpur, Jharkhand",Jamshedpur,Jharkhand,India,,233,233
